id,key,isPublic,Chinese,(Traditional),Chinese,(Simplified),English,,,,
56,0,0,在場景中，遇到敵人的話就會展開戰鬥。在點擊“開始戰鬥”之前，你可以調整你的隊伍。\n\n[8B0000]勝利[-]\n打倒所有敵人即為戰鬥勝利，并可獲得經驗值。\n\n[8B0000]失敗[-]\n如果隊伍中所有隊員都死亡的話即為失敗。\n\n[8B0000]死亡[-]\n當英雄的生命值將為0時，就進入死亡狀態，無法繼續戰鬥，但可以通過道具使其復活。當通關之後會自動復活。\n\n[8B0000]闖關失敗[-]\n如果隊伍中的所有人都死亡的話，則闖關失敗。如果主角死亡，就算其他英雄還能繼續戰鬥，也判定為闖關失敗。如果使用道具可以復活主角及英雄，復活后可以繼續闖關而不必放棄從頭來過。\n\n[8B0000]BOSS[-]\n每個地區的關底都會遇到BOSS，打倒BOSS就能前往下一個地區，如果被打敗也不必灰心，BOSS受到的傷害不會恢復，多嘗試幾次就能打敗了。\n\n[8B0000]各種狀態[-]\n中毒：中毒的英雄每個回合會失去一定血量；\n麻痹：麻痹的英雄會停止一個回合行動；\n冰凍：冰凍的英雄回停止一個回合行動；\n增益狀態：對己方有益的狀態\n減益狀態：對己方不利的狀態,,,,,,,,
57,0,0,[8B0000]基本規則[-]\n在場景冒險的時候，有幾率遇到其他玩家，從列表中選擇想要對戰的玩家進行對戰。如果在10分鐘內取得3連勝的話，就能獲得獎勵，連勝次數越多，獎勵約豐厚。每天的前面幾名還能獲得額外的排名獎勵。\n\n[8B0000]連勝[-]\n\n每獲得3連勝，就能獲得額外獎勵。一旦輸掉一場，連勝紀錄就從0開始累計。如果沒有能夠在10分鐘內獲得3場勝利的話，你獲得的勝利將不會被統計。\n\n[8B0000]排行榜[-]\n排行榜的排名取決於每天12點20點至0點你獲得的積分數。\n\n[8B0000]戰鬥方式[-]\n你可以選擇全力戰鬥，全力戰鬥消耗3點戰力，不過你隊伍能力會得到50%的增益。,,,,,,,,
58,0,0,你的小夥伴們都集結在英雄殿堂，這裡可以查看他們詳細的屬性。\n\n[8B0000]排序[-]\n▲有兩種排序方式，一種是按照等級進行排序，一種是按照稀有度進行排序。\n▲點擊箭頭可以切換升序或者降序。\n\n,[8B0000]交易[-]\n▲殿堂中的英雄還可以跟其他玩家進行交換或者交易給系統換取金錢。,,,,,,,
59,0,0,召喚殿堂可以通過消耗魔石或者金幣召喚出各種英雄。\n\n[8B0000]魔石召喚[-]\n▲魔石分為初階魔石、中階魔石及高階魔石三種，每顆魔石可召喚出一個英雄，品階越高的魔石越容易召喚出強力英雄；\n▲魔石可通過冒險獲得。\n\n[8B0000]金幣召喚[-]\n可以消耗一定的金幣來召喚英雄，金幣卡包可抽出一些限量或稀有英雄。,,,,,,,,
60,0,0,遊戲中獲得的各種獎勵都會保存在郵箱中，所以要經常查看郵箱，說不定有你遺忘的好東西哦。\n\n[8B0000]系統郵箱[-]\n用以存放系統獎勵或贈送的道具及卡片。\n\n[8B0000]臨時郵箱[-]\n存放一些臨時的道具及卡片，臨時郵箱保存時限為24小時，如果24小時不取走則道具會丟棄。\n\n[8B0000]外部郵箱[-]\n用以接受外部郵件，例如交易得到的物品、其他玩家贈送的物品等。,,,,,,,,
61,0,0,▲英雄可通過獻祭來提升技能等級，作為材料的英雄會在獻祭之後消失。\n▲作為獻祭對象的英雄，一次可最多放入8名材料英雄，每名材料英雄都會提升主英雄的技能經驗值。\n▲獻祭會增加主英雄的技能經驗值，以提升技能等級。技能等級越高，戰鬥時發動率也越高。\n▲如果英雄的技能等級滿了就不能通過獻祭繼續升級了。不過可以作為獻祭材料。\n▲點擊“一鍵添加”會自動加入D級及C級的英雄作為材料，如果是B級及以上就需要手動添加了。\n▲每點擊一次“添加史萊姆”，則自動添加一只史萊姆在材料格。,,,,,,,,
62,0,0,▲兩名相同的英雄可以進行進化，從而產生一個新的英雄，除了英雄的外觀及稀有度會發生變化外，英雄的屬性也會得到提升。\n▲主卡為想要進化的英雄，副卡作為進化材料，進化完成后材料英雄會消失，每次只能進化一個英雄。\n▲英雄可以通過進化變成更加稀有和強大的英雄。\n▲有幾顆空的孔，代表可以進化的次數。\n▲每次進化時，主卡的等級及技能等級將保留。,,,,,,,,
63,0,0,強化可以提升英雄的能力值，需要消耗強化石。\n\n[8B0000]強化石分類[-]\n生命石：增加生命力50點\n攻擊石：增加攻擊力50點\n防禦石：增加防禦力50點\n敏捷石：增加敏捷50點\n智慧石：增加智力50點,,,,,,,,
64,0,0,▲劇情關卡,★★★\n\n▲卡片出售,★★★★\n\n▲登陸獎勵,★★,,,,,
65,0,0,▲充值,★★★★★\n\n▲新手禮包,★★,,,,,,
66,0,0,▲魔石卡包抽取,★★★\n\n▲金幣卡包抽取,★★★★★\n\n▲劇情關卡,★\n\n▲交易,,★★★,,,
67,0,0,▲劇情關卡,★★★\n\n▲登陸獎勵,★★\n\n▲PVP獎勵,,★★★★\n\n▲副本,,★★★★,,
68,0,0,▲劇情關卡,★★\n\n▲登陸獎勵,★★\n\n▲PVP獎勵,,★★★★\n\n▲副本,,★★★★★,,
69,0,0,▲劇情關卡,★★★★\n\n▲副本,★★★★,,,,,,
70,0,0,▲劇情關卡,★★\n\n▲PVP獎勵,,★★★★\n\n▲副本,★★★★★,,,,
101,0,0,初級魔石包,,,,,,,,
102,0,0,可抽取D\C\B\A級卡片,,,,,,,,
103,0,0,中級魔石包,,,,,,,,
104,0,0,可抽取D\C\B\A級卡片,,,,,,,,
105,0,0,高級魔石包,,,,,,,,
106,0,0,可抽取B\A級卡片,,,,,,,,
107,0,0,<進擊的巨人>特殊卡包,,,,,,,,
108,0,0,可抽取B\A級卡片及限量卡片。\n每次抽取消耗100鑽石，10連抽消耗1000鑽石。,,,,,,,,
119,0,0,“創世之翼”聯盟國之一，古倫帝國的郡主，只要有她在，戰友的生命保障不是問題。,,,,,,,,
120,0,0,古代黑暗煉金術的產物，靈魂與鋼鐵的集合體，雷霆與閃電的掌控者，誓將敵人毀滅於天罰之下！,,,,,,,,
121,0,0,戒律善念皆浮雲，唯我鐵拳是真理。一切都用拳頭說話的蠻僧，相與她講道理，先贏過他的拳頭吧！,,,,,,,,
122,0,0,“創世之翼”的聯盟軍師，運籌帷幄中，決勝千裡外，她永遠不是一個人在戰鬥！,,,,,,,,
123,0,0,極寒之地銀光城的勇士，無論敵人強弱，都會全力以赴，毀滅英雄殿，光復銀光城是他的願望。,,,,,,,,
124,0,0,十步殺一人，千里不留痕！作為東龍帝國的最強禦劍師，斬殺英雄王已成為她的執念。,,,,,,,,
125,0,0,追求至強武道的蠻僧，敵人越多越好，以戰養戰，終有一天會達到那武道的至高之境。,,,,,,,,
126,0,0,為使煉金術再度輝煌，從該死的英雄殿手中搶奪資源是個好辦法。要是不給，那就一把火燒光好了。,,,,,,,,
127,ui_common_warning,0,警告！,,,,,,,,
128,ui_common_choose,0,选定,,,,,,,,
129,ui_common_change,0,替换,,,,,,,,
130,ui_common_cancle,0,取消,,,,,,,,
131,ui_common_confirm,0,確定,,,,,,,,
132,ui_common_close,0,關閉,,,,,,,,
133,ui_common_skip,0,跳過,,,,,,,,
134,ui_common_next,0,下一個,,,,,,,,
135,ui_common_accept,0,接收,,,,,,,,
136,ui_common_page1,0,上一頁,,,,,,,,
137,ui_common_page2,0,下一頁,,,,,,,,
138,ui_common_use,0,使用,,,,,,,,
139,ui_common_yes,0,是,,,,,,,,
140,ui_common_no,0,否,,,,,,,,
141,ui_home_name,0,名称,,,,,,,,
142,ui_home_level,0,等级,,,,,,,,
143,ui_home_exp,0,经验值,,,,,,,,
144,ui_home_ap,0,体力,,,,,,,,
145,ui_home_xp,0,战力,,,,,,,,
146,ui_home_adv,0,游戏模式,,,,,,,,
147,ui_home_item,0,道具,,,,,,,,
148,ui_home_shop,0,商城,,,,,,,,
149,ui_home_friend,0,好友,,,,,,,,
150,ui_home_help,0,帮助,,,,,,,,
151,ui_home_setting,0,设置,,,,,,,,
152,ui_hero_title,0,英雄殿堂,,,,,,,,
153,ui_hero_level_up,0,等级升序,,,,,,,,
154,ui_hero_title_down,0,等级降序,,,,,,,,
155,ui_hero_rarity_up,0,稀有度升序,,,,,,,,
156,ui_hero_rarity_down,0,稀有度降序,,,,,,,,
157,ui_hero_sell,0,出售,,,,,,,,
158,ui_hero_amount,0,英雄数量,,,,,,,,
159,ui_hero_level,0,等級,,,,,,,,
160,ui_hero_exp,0,經驗值,,,,,,,,
161,ui_hero_grow,0,成長,,,,,,,,
162,ui_hero_hp,0,血量,,,,,,,,
163,ui_hero_atk,0,攻擊,,,,,,,,
164,ui_hero_def,0,防禦,,,,,,,,
165,ui_hero_wis,0,智力,,,,,,,,
166,ui_hero_agi,0,敏捷,,,,,,,,
167,ui_hero_worth,0,價值,,,,,,,,
168,ui_hero_skillevel,0,技能等級,,,,,,,,
169,ui_hero_skillexp,0,技能經驗,,,,,,,,
170,ui_gacha_title,0,召唤殿堂,,,,,,,,
171,ui_gacha_button_eventpact,0,特殊卡包,,,,,,,,
172,ui_gacha_button_bloodpact,0,高阶卡包,,,,,,,,
173,ui_gacha_button_silverpact,0,中阶卡包,,,,,,,,
174,ui_gacha_button_copperpact,0,初阶卡包,,,,,,,,
175,ui_gacha_pact_nocoin_1,0,你的初阶魔石不足，初阶魔石无法购买。\n\n你可以通过宝箱或者通关场景获得初阶魔石，也可以选择等到午夜12点来获得另一次免费召唤。,,,,,,,,
176,ui_gacha_pact_nocoin_2,0,你的中阶魔石不足，中阶魔石无法购买。\n\n在冒险过程中有机会获得中阶魔石。,,,,,,,,
177,ui_strengthen_title,0,献祭,,,,,,,,
178,ui_strengthen_base,0,請选择主卡,,,,,,,,
179,ui_strengthen_cost,0,花费,,,,,,,,
180,ui_strengthen_alert_1,0,注意：材料卡片中含有B+级卡片，确定要用其进行献祭吗？,,,,,,,,
181,ui_strengthen_moneylack,0,金钱不足,,,,,,,,
182,ui_strengthen_onekey,0,一键添加,,,,,,,,
183,ui_strengthen_slim,0,添加史莱姆,,,,,,,,
184,ui_strengthen_noslim,0,没有史莱姆,,,,,,,,
185,ui_strengthen_evo,0,进化,,,,,,,,
186,ui_strengthen_choose_spawn,0,請选择主卡,,,,,,,,
187,ui_strengthen_nospawn,0,你没有可进化的英雄。,,,,,,,,
188,ui_strengthen_noseed,0,没有材料卡片。,,,,,,,,
189,ui_strengthen_alert_2,0,基础卡片的星级不能低于材料卡片。,,,,,,,,
190,ui_strengthen_empower,0,强化,,,,,,,,
191,ui_strengthen_choose_familiar,0,选择英雄,,,,,,,,
192,ui_strengthen_empower_info,0,每种水晶最多使用10次。,,,,,,,,
193,ui_band_nofamiliar,0,没有可以编队的英雄。,,,,,,,,
194,ui_band_formation_1,0,队伍1,,,,,,,,
195,ui_band_formation_2,0,队伍2,,,,,,,,
196,ui_band_formation_3,0,队伍3,,,,,,,,
197,ui_band_formation_4,0,队伍4,,,,,,,,
198,ui_band_formation_5,0,队伍5,,,,,,,,
199,ui_band_formation_alert_1,0,冒险中，无法编队。,,,,,,,,
200,ui_band_recommend,0,自动编队,,,,,,,,
201,ui_band_formation_alert_2,0,该功能会自动编成队伍，确定吗？,,,,,,,,
202,ui_band_set,0,放置,,,,,,,,
203,ui_band_unset,0,移除,,,,,,,,
204,ui_band_change,0,替换,,,,,,,,
205,ui_items_title,0,道具,,,,,,,,
206,ui_items_target,0,要对哪个英雄使用？,,,,,,,,
207,ui_items_notarget,0,没有有效目标。,,,,,,,,
208,ui_items_noitem,0,你没有任何道具,,,,,,,,
209,ui_map_formationget,0,获得了新阵型！,,,,,,,,
210,ui_map_formation_get,0,在队伍画面选择新的阵型吧！,,,,,,,,
211,ui_map_worldmap,0,世界地图,,,,,,,,
212,ui_map_regionmap,0,区域地图,,,,,,,,
213,ui_map_allclear,0,所有已解锁地区全部通关。\n请期待接下来的更新吧！,,,,,,,,
214,ui_map_clear,0,场景通关,,,,,,,,
215,ui_map_treasureget,0,获得宝物,,,,,,,,
216,ui_map_button_open,0,打开宝箱,,,,,,,,
217,ui_map_button_items,0,道具,,,,,,,,
218,ui_map_button_shop,0,商店,,,,,,,,
219,ui_map_button_quit,0,放弃,,,,,,,,
220,ui_map_button_item1,0,療傷草藥,,,,,,,,
221,ui_map_button_item2,0,復活神水,,,,,,,,
222,ui_map_zonemenu_alert,0,如果放弃当前冒险，所有未打开的宝箱都被自动放弃，并重新开始该场景。 \n确定要放弃吗？\n (你可以在不放弃冒险的情况下，点击主页按钮回到主页选择其他操作),,,,,,,,
223,ui_map_title_gameover,0,全军覆没,,,,,,,,
224,ui_map_gameover_recommend_1,0,请复活主角后继续。,,,,,,,,
225,ui_map_title_pvp,0,PVP对战 {0}/3,,,,,,,,
226,ui_map_pvp_winning,0,{0}连胜！,,,,,,,,
227,ui_map_pvp_winning_2,0,连胜: {0} > {1},,,,,,,,
228,ui_map_pvp_winning_3,0,{0}连胜,,,,,,,,
229,ui_map_pvp_timeout,0,超时,,,,,,,,
230,ui_map_pvp_timeout_explain,0,没有能够在10分钟内获得3连胜。连胜场次被清零。,,,,,,,,
231,ui_map_pvp_reset,0,连胜场次被重置为0。,,,,,,,,
232,ui_map_pvp_prep,0,准备战斗,,,,,,,,
233,ui_map_pvp_player,0,对手,,,,,,,,
234,ui_map_pvp_rest,0,再获得{0}连胜，获取连胜奖励！,,,,,,,,
235,ui_map_pvp_achieve,0,3连胜！,,,,,,,,
236,ui_map_pvp_reward,0,{0}连胜奖励,,,,,,,,
237,ui_map_pvp_ranking,0,積分排行,,,,,,,,
238,ui_map_pvp_30wins,0,恭喜你！30连胜！！纪录清零，请重新开始你的连胜记录吧！,,,,,,,,
239,ui_map_pvp_wins,0,{0}胜,,,,,,,,
240,ui_map_pvp_today,0,今日排行,,,,,,,,
241,ui_map_pvp_total_wins,0,今日積分,,,,,,,,
242,ui_map_pvp_time_remaining,0,今日剩余时间,,,,,,,,
243,ui_map_pvp_warlord_level,0,英雄 LV.,,,,,,,,
244,ui_map_pvp_ranking_rewards,0,今日排名奖励,,,,,,,,
245,ui_map_pvp_count_reset,0,在获得30连胜之后，连胜次数会被清零,,,,,,,,
246,ui_map_pvp_top,0,今日头名,,,,,,,,
247,ui_map_pvp_nocount,0,战斗持续过长，连胜中断。,,,,,,,,
248,ui_map_pvp_unavailable,0,没有能够在10分钟内获得3连胜。连胜场次被清零。,,,,,,,,
249,ui_map_pvp_morale_details,0,你可以选择全力战斗，全力战斗消耗3点精力，你的队伍能力值会得到50% 的加成。,,,,,,,,
250,ui_map_pvp_morale_items,0,可以使用下列2种道具来恢复精力！,,,,,,,,
251,ui_map_pvp_morale_bugle,0,号角,,,,,,,,
252,ui_map_pvp_morale_bugle_details,0,恢复1点戰力。,,,,,,,,
253,ui_map_pvp_morale_gjallarhorn,0,振奮号角,,,,,,,,
254,ui_map_pvp_morale_gjallarhorn_details,0,恢复所有戰力。,,,,,,,,
255,ui_prepare_title,0,出發前的部署,,,,,,,,
256,ui_prepare_band,0,配置隊伍,,,,,,,,
257,ui_prepare_start,0,開始冒險,,,,,,,,
258,ui_battle_choose,0,出戰,,,,,,,,
259,ui_battle_catch_title,0,淨化,,,,,,,,
260,ui_battle_catch,0,誘惑粉末有一定概率可以淨化怪物，而高級誘惑粉末的成功率则是100%。,,,,,,,,
261,ui_battle_use,0,要使用高級誘惑粉末来淨化吗？,,,,,,,,
262,ui_selectarea_zone1,0,關卡1,,,,,,,,
263,ui_selectarea_zone2,0,關卡2,,,,,,,,
264,ui_selectarea_zone3,0,關卡3,,,,,,,,
265,ui_selectarea_zone4,0,關卡4,,,,,,,,
266,ui_selectarea_zone5,0,關卡5,,,,,,,,
267,ui_selectarea_difficulty,0,難度,,,,,,,,
268,ui_selectarea_dropitem,0,掉落道具,,,,,,,,
269,ui_selectarea_dropcard,0,掉落卡片,,,,,,,,
270,ui_wagon_1,0,你无法再获得更多该道具了。过量的道具会在仓库中存放24小时。\n\n请前往“主页 > 仓库 > 临时”中查看。,,,,,,,,
271,ui_wagon_2,0,你的英雄数已达上限。过量的英雄会在仓库中存放24小时。\n\n请前往“主页 > 仓库 > 临时”中查看。,,,,,,,,
272,ui_wagon_3,0,你该道具的持有数已达上限。过量的道具会被放到仓库中。\n\n请前往“主页 > 仓库 > 普通”中查看。,,,,,,,,
273,ui_wagon_4,0,你的英雄数已达上限。过量的英雄会被放到仓库中。\n\n请前往“主页 > 仓库 > 普通”中查看。,,,,,,,,
274,ui_wagon_excess_1,0,你该道具的持有数已达上限。,,,,,,,,
275,ui_wagon_excess_2,0,你的英雄持有数已达上限。,,,,,,,,
276,ui_wagon_none,0,仓库为空。,,,,,,,,
277,ui_wagon_error,0,获取失败。,,,,,,,,
278,ui_wagon_acceptall,0,接收所有,,,,,,,,
279,ui_wagon_system,0,系統郵件,,,,,,,,
280,ui_wagon_temporary,0,臨時郵件,,,,,,,,
281,ui_wagon_socail,0,外部郵件,,,,,,,,
282,ui_pvpincentive_title,0,PVP獎勵,,,,,,,,
283,ui_pvpincentive_winreward,0,連勝獎勵,,,,,,,,
284,ui_pvpincentive_rankingreward,0,排名獎勵,,,,,,,,
285,ui_pvpincentive_win,0,連勝,,,,,,,,
286,ui_pvprank_title,0,積分排行榜,,,,,,,,
287,ui_pvprank_rank,0,排名,,,,,,,,
288,ui_pvprank_myrank,0,我的排名,,,,,,,,
1001,0,0,底比琉斯历1637年，光耀圣殿。,,,,,,,,
1002,0,0,根据情报，这座圣殿就是魔灵的老巢了，只要攻下这里人类就可以彻底翻身了。,,,,,,,,
1003,0,0,据说这里聚集了最强力的魔灵，想想都兴奋，哈哈！！！,,,,,,,,
1004,0,0,这里的魔灵也许会是我们碰到过最强的敌人吧，大家千万要小心。,,,,,,,,
1005,0,0,點擊地图上“箭头”按钮即可移動。,,,,,,,,
1006,0,0,什么人，胆敢擅自闯入神殿！受死吧！,,,,,,,,
1007,0,0,游戏为自动战斗，点击“开站”按钮进入战斗。,,,,,,,,
1008,0,0,连护卫都是A级魔神，看来接下去会有一场恶战了。,,,,,,,,
1009,0,0,没什么能阻挡我们创世五虎的，哈哈哈~,,,,,,,,
1010,0,0,点击“GO”按钮亦可移动，试试吧。,,,,,,,,
1011,0,0,前面似乎是条分岔路，我们要不要分头行动？,,,,,,,,
1012,0,0,这次不是一般的敌人，尽量不要分开了，你可以打开地图看看周围情况。,,,,,,,,
1013,0,0,点击“小地图”按钮可以查看地形路线。,,,,,,,,
1014,0,0,原来都是通往一个地方的，那随便选择一条路走就可以了。,,,,,,,,
1015,0,0,一旦碰到分岔路口，点击相应的“箭头”按钮即可选择路线。,,,,,,,,
1016,0,0,也可以通过点击“选择”按钮选择好方向，再点击“GO”移动。,,,,,,,,
1017,0,0,又是强力魔灵，大家打起精神了。,,,,,,,,
1018,0,0,好久没打的这么痛快了，哈哈哈！,,,,,,,,
1019,0,0,我有预感后面的魔灵会更强。,,,,,,,,
1020,0,0,又是强力魔灵，大家打起精神了。,,,,,,,,
1021,0,0,好久没打的这么痛快了，哈哈哈！,,,,,,,,
1022,0,0,我有预感后面的魔灵会更强。,,,,,,,,
1023,0,0,你們有沒有感覺到前方有一股異常強大的氣息，难道是传说中的神级魔灵吗？,,,,,,,,
1024,0,0,我也感覺到了，感覺我們根本不是對手，是否需要回去重新制定作戰計劃？,,,,,,,,
1025,0,0,整个底比琉斯人民都在期待着我们与魔灵的决战，怎么可以临陣退缩呢。,,,,,,,,
1026,0,0,爲了底比琉斯人民，為了創世之翼的榮耀，兄弟們拼了！！！,,,,,,,,
1027,0,0,……,,,,,,,,
1028,0,0,……这……這就是創世神魔嗎？,,,,,,,,
1029,0,0,你也不過是塊頭看著大點，放馬過來！！！！,,,,,,,,
1030,0,0,卑微的凡人們，你們竟敢打擾我清淨，統統給我下地狱去吧！！！！！！,,,,,,,,
1031,0,0,你以為人類會向你們魔靈屈服嗎，創世之翼總有一天會讓你們滾出底比琉斯！愿创世之光照耀大地！,,,,,,,,
1032,0,0,願創世之光照耀大地！,,,,,,,,
1033,0,0,願創世之光照耀大地！,,,,,,,,
1034,0,0,願創世之光照耀大地！,,,,,,,,
1035,0,0,汪…,,,,,,,,
1036,0,0,光辉丛林，一个身穿古怪衣着的人被一群士兵围着。,,,,,,,,
1037,0,0,报告班长，发现一个可疑人物。,,,,,,,,
1038,0,0,啊啊啊啊，终于发现魔物了啊。,,,,,,,,
1039,0,0,是个人类，不过看着似乎不是附近的村民。,,,,,,,,
1040,0,0,唉，白高兴，还想早点完成任务去酒馆喝酒呢，那把他带过来我看看吧。,,,,,,,,
1041,0,0,看你样子不像是附近的人，你是谁，从哪里来？,,,,,,,,
1042,0,0,额，这里是哪里，我为什么会在这里，你们是谁？,,,,,,,,
1043,0,0,汗，你为什么在这里你倒反问起我了，这里是光辉丛林，我们是创世之翼，正在执行任务呢，这附近有魔物出现，劝你赶紧离开吧。,,,,,,,,
1044,0,0,创世之翼？魔兽？,,,,,,,,
1045,0,0,你竟然连大名鼎鼎的赏金猎人联盟创世之翼都不知道！！！！！！！！,,,,,,,,
1046,0,0,我是谁？我从哪里来？要到哪里去？为什么也想不起来了，啊啊啊啊啊~,,,,,,,,
1047,0,0,额，看来真的是失忆了……,,,,,,,,
1048,0,0,……,,,,,,,,
1049,0,0,好吧，估计这森林你也走不出去了，你就先跟着我，等我执行完任务顺道带你回城镇吧。,,,,,,,,
