zoneID,resourceId,bgmID,battleBgId,rewardeventID,itemProb,monsterProb,onlyitemProb,onlymonsterProb,eventProb,PVPProb,woodProb,treasureProb,chestProb,littlegoldProb,biggoldProb,woodprobabilityID,treasureprobabilityID,chestprobabilityID,monster1ID,monster2ID,monster3ID,monster4ID,monster5ID,monster6ID,monster7ID,monster8ID,monster9ID,monster10ID,event1ID,event1Prob,event2ID,event2Prob,event3ID,event3Prob,event4ID,event4Prob,event5ID,event5Prob,enterzonerdialogueID,completezonedialogueID
20102,2,0,bgBattle07,20102,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20103,20104,20105,20106,20107,20108,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20103,2,0,bgBattle07,20103,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20107,20108,20109,20110,20111,20112,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,2010301,0
20104,2,0,bgBattle07,20104,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20111,20112,20113,20114,20115,20116,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,2010401,0
20105,2,0,bgBattle07,20105,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20115,20116,20117,20118,20119,20120,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,2010501,0
20201,2,0,bgBattle07,20201,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20201,20202,20203,20204,0,0,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,2020101,0
20202,2,0,bgBattle07,20202,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20203,20204,20205,20206,20207,20208,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20203,2,0,bgBattle07,20203,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20207,20208,20209,20210,20211,20212,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20204,2,0,bgBattle07,20204,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20211,20212,20213,20214,20215,20216,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20205,2,0,bgBattle07,20205,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20215,20216,20217,20218,20219,20220,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20301,2,0,bgBattle07,20301,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20301,20302,20303,20304,0,0,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,2030101,0
20302,2,0,bgBattle07,20302,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20303,20304,20305,20306,20307,20308,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20303,2,0,bgBattle07,20303,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20307,20308,20309,20310,20311,20312,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20304,2,0,bgBattle07,20304,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20311,20312,20313,20314,20315,20316,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,2030401,0
20305,2,0,bgBattle07,20305,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20315,20316,20317,20318,20319,20320,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20401,2,0,bgBattle07,20401,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20401,20402,20403,20404,0,0,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,2040101,0
20402,2,0,bgBattle07,20402,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20403,20404,20405,20406,20407,20408,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20403,2,0,bgBattle07,20403,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20407,20408,20409,20410,20411,20412,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20404,2,0,bgBattle07,20404,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20411,20412,20413,20414,20415,20416,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20405,2,0,bgBattle07,20405,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20415,20416,20417,20418,20419,20420,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20501,2,0,bgBattle07,20501,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20501,20502,20503,20504,0,0,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,2050101,0
20502,2,0,bgBattle07,20502,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20503,20504,20505,20506,20507,20508,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20503,2,0,bgBattle07,20503,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20507,20508,20509,20510,20511,20512,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20504,2,0,bgBattle07,20504,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20511,20512,20513,20514,20515,20516,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
20505,2,0,bgBattle07,20505,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,20515,20516,20517,20518,20519,20520,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30101,3,0,bgBattle06,30101,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30101,30102,30103,30104,0,0,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30102,3,0,bgBattle06,30102,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30103,30104,30105,30106,30107,30108,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30103,3,0,bgBattle06,30103,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30107,30108,30109,30110,30111,30112,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30104,3,0,bgBattle06,30104,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30111,30112,30113,30114,30115,30116,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30105,3,0,bgBattle06,30105,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30115,30116,30117,30118,30119,30120,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30201,3,0,bgBattle06,30201,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30201,30202,30203,30204,0,0,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30202,3,0,bgBattle06,30202,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30203,30204,30205,30206,30207,30208,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30203,3,0,bgBattle06,30203,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30207,30208,30209,30210,30211,30212,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30204,3,0,bgBattle06,30204,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30211,30212,30213,30214,30215,30216,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30205,3,0,bgBattle06,30205,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30215,30216,30217,30218,30219,30220,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30301,3,0,bgBattle06,30301,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30301,30302,30303,30304,0,0,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30302,3,0,bgBattle06,30302,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30303,30304,30305,30306,30307,30308,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30303,3,0,bgBattle06,30303,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30307,30308,30309,30310,30311,30312,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30304,3,0,bgBattle06,30304,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30311,30312,30313,30314,30315,30316,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30305,3,0,bgBattle06,30305,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30315,30316,30317,30318,30319,30320,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30401,3,0,bgBattle06,30401,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30401,30402,30403,30404,0,0,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30402,3,0,bgBattle06,30402,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30403,30404,30405,30406,30407,30408,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30403,3,0,bgBattle06,30403,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30407,30408,30409,30410,30411,30412,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30404,3,0,bgBattle06,30404,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30411,30412,30413,30414,30415,30416,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30405,3,0,bgBattle06,30405,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30415,30416,30417,30418,30419,30420,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30501,3,0,bgBattle06,30501,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30501,30502,30503,30504,0,0,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30502,3,0,bgBattle06,30502,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30503,30504,30505,30506,30507,30508,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30503,3,0,bgBattle06,30503,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30507,30508,30509,30510,30511,30512,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30504,3,0,bgBattle06,30504,0.2,0.4,0.6,0.6,0,0.08,0.5,0.2,0.15,0.1,0.05,101,201,301,30511,30512,30513,30514,30515,30516,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
30505,3,0,bgBattle06,30505,0.2,0.2,0.4,0.4,0,0.4,0.5,0.2,0.15,0.1,0.05,101,201,301,30515,30516,30517,30518,30519,30520,0,0,0,0,1,0.25,1001,0.25,2,0.5,0,0,0,0,0,0
500001,50,0,bgBattle05,500001,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,500001,500002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500002,50,0,bgBattle05,500002,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,500003,500004,500005,500006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500003,50,0,bgBattle05,500003,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,500007,500008,500009,500010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510001,52,0,bgBattle01,510001,0.4,0,0,0,0,0,0.5,0.25,0.25,0,0,51101,51102,51103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510002,52,0,bgBattle01,510002,0.4,0,0,0,0,0,0.5,0.25,0.25,0,0,51201,51202,51203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510003,52,0,bgBattle01,510003,0.4,0,0,0,0,0,0.5,0.25,0.25,0,0,51301,51302,51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520001,51,0,bgBattle06,520001,0.2,0,0,0,0,0.4,1,0,0,0,0,51101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520002,51,0,bgBattle06,520002,0.2,0,0,0,0,0.4,1,0,0,0,0,51101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520003,51,0,bgBattle06,520003,0.2,0,0,0,0,0.4,1,0,0,0,0,51101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530001,1,0,bgBattle05,530001,0.2,0.4,0.6,0.6,0,0,0.5,0.2,0.15,0.1,0.05,101,201,301,530001,530002,530003,530004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530002,1,0,bgBattle05,530002,0.2,0.4,0.6,0.6,0,0,0.5,0.2,0.15,0.1,0.05,101,201,301,530005,530006,530007,530008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530003,1,0,bgBattle05,530003,0.2,0.4,0.6,0.6,0,0,0.5,0.2,0.15,0.1,0.05,101,201,301,530009,530010,530011,530012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530004,1,0,bgBattle05,530004,0.2,0.4,0.6,0.6,0,0,0.5,0.2,0.15,0.1,0.05,101,201,301,530013,530014,530015,530016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530005,1,0,bgBattle05,530005,0.2,0.4,0.6,0.6,0,0,0.5,0.2,0.15,0.1,0.05,101,201,301,530017,530018,530019,530020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
