pactid,result,weight
EP2,10099,0
EP2,10100,0
EP2,10107,1
EP2,10111,0
EP2,10112,0
EP2,10177,1
EP2,10523,0
EP2,10533,0
EP2,10534,0
EP2,10535,0
EP2,10536,0
EP2,10580,0
EP2,10604,0
EP2,10628,0
EP2,10632,0
EP2,10652,0
EP2,10681,0
EP2,10684,0
EP2,10685,0
EP2,10688,0
EP2,10706,0
EP2,10710,0
EP2,10717,0
EP2,10791,0
EP2,10808,0
EP2,10810,0
EP2,10811,0
EP2,10854,0
EP2,10863,0
EP2,10889,0
EP2,10967,0
EP3,11,0.5
EP3,13,0.8
EP3,72,0.8
EP3,75,0.5
EP3,78,0.8
EP3,88,0.3
EP3,89,0
EP3,156,1
EP3,181,0.8
EP3,182,0.5
EP3,183,1
EP3,184,0.5
EP3,185,0
EP3,186,0.5
EP3,187,1
EP3,190,0.8
EP3,191,0.8
EP3,192,0.5
EP3,206,0
EP3,207,0
EP3,209,0.8
EP3,214,0.8
EP3,215,0.5
EP3,218,0.8
EP3,228,0
EP3,233,0.4
EP3,237,0.4
EP3,239,0
EP3,246,0.5
EP3,249,0.8
EP3,254,0
EP3,256,0
EP3,258,0
EP3,262,0
EP3,264,0.8
EP3,272,0.5
EP3,274,0.5
EP3,276,0
EP3,292,0
EP3,303,0
EP3,307,0
EP3,310,0
EP3,315,0
EP3,317,0
EP3,319,0
EP3,323,0
EP3,326,0
EP3,329,0
EP3,331,0
EP3,334,0.8
EP3,336,0.8
EP3,338,0.8
EP3,340,0
EP3,342,0.8
EP3,344,0
EP3,348,0.8
EP3,353,0.8
EP3,355,0.8
EP3,357,0
EP3,360,0
EP3,365,0.8
EP3,368,0
EP3,372,0.5
EP3,381,0
EP3,383,0
EP3,390,0.5
EP3,393,0
EP3,409,0
EP3,413,0.5
EP3,418,0.5
EP3,420,0.8
EP3,422,0
EP3,425,0
EP3,427,0
EP3,430,0.8
EP3,432,0
EP3,434,0
EP3,436,0
EP3,438,0
EP3,445,0
EP3,449,0.8
EP3,452,0
EP3,454,0.5
EP3,456,0.5
EP3,459,0
EP3,461,0
EP3,464,0
EP3,467,0
EP3,469,0
EP3,471,0
EP3,473,0
EP3,476,0.4
EP3,478,0.8
EP3,480,0.4
EP3,482,0
EP3,484,0.8
EP3,486,0
EP3,488,0
EP3,490,0.8
EP3,492,0
EP3,494,0
EP3,496,0
EP3,503,0
EP3,505,0
EP3,509,0
EP3,512,0
EP3,514,0.8
EP3,527,0
EP3,529,0
EP3,538,0
EP3,540,0
EP3,548,0
EP3,550,0
EP3,553,0
EP3,555,0
EP3,557,0
EP3,560,0
EP3,564,0
EP3,566,0
EP3,568,0
EP3,574,0
EP3,576,0
EP3,578,0
EP3,582,0
EP3,584,0
EP3,586,0
EP3,588,0
EP3,590,0
EP3,592,0
EP3,595,0
EP3,597,0
EP3,599,0
EP3,606,0
EP3,608,0
EP3,611,0
EP3,613,0
EP3,616,0
EP3,618,0
EP3,621,0
EP3,623,0
EP3,625,0
EP3,637,0
EP3,639,0
EP3,641,0
EP3,643,0
EP3,645,0
EP3,647,0
EP3,651,0
EP3,654,0
EP3,656,0
EP3,659,0
EP3,663,0
EP3,666,0
EP3,668,0
EP3,670,0
EP3,672,0
EP3,680,0
EP3,683,0
EP3,697,0
EP3,703,0
EP3,715,0
EP3,719,0
EP3,724,0
EP3,732,0
EP3,734,0
EP3,737,0
EP3,739,0
EP3,741,0
EP3,744,0
EP3,746,0
EP3,749,0
EP3,754,0
EP3,756,0
EP3,765,0
EP3,767,0
EP3,783,0
EP3,787,0
EP3,789,0
EP3,794,0
EP3,798,0
EP3,801,0
EP3,806,0
EP3,813,0
EP3,819,0
EP3,824,0
EP3,826,0
EP3,828,0
EP3,835,0
EP3,844,0
EP3,852,0
EP3,858,0
EP3,861,0
EP3,865,0
EP3,869,0
EP3,873,0
EP3,880,0
EP3,882,0
EP3,895,0
EP3,938,0
EP3,969,0
EP4,10011,0.5
EP4,10013,0.8
EP4,10072,0.8
EP4,10075,0.8
EP4,10078,0.8
EP4,10088,0.3
EP4,10089,0
EP4,10156,1
EP4,10181,0.8
EP4,10182,0.5
EP4,10183,1
EP4,10184,0.5
EP4,10185,0
EP4,10186,0.5
EP4,10187,1
EP4,10190,0.8
EP4,10191,0.8
EP4,10192,0.5
EP4,10206,0
EP4,10207,0
EP4,10209,0.8
EP4,10214,0.8
EP4,10215,0.5
EP4,10218,0.8
EP4,10228,0
EP4,10233,0.5
EP4,10237,0.4
EP4,10239,0
EP4,10246,0.8
EP4,10249,0.8
EP4,10254,0
EP4,10256,0
EP4,10258,0
EP4,10262,0
EP4,10264,0.8
EP4,10272,0.5
EP4,10274,0.5
EP4,10276,0
EP4,10292,0
EP4,10303,0
EP4,10307,0
EP4,10310,0
EP4,10315,0
EP4,10317,0
EP4,10319,0
EP4,10323,0
EP4,10326,0
EP4,10329,0
EP4,10331,0
EP4,10334,0.8
EP4,10336,0.8
EP4,10338,0.8
EP4,10340,0
EP4,10342,0.8
EP4,10344,0
EP4,10348,0.8
EP4,10353,0.8
EP4,10355,0.8
EP4,10357,0
EP4,10360,0
EP4,10365,0.8
EP4,10368,0
EP4,10372,0.5
EP4,10381,0
EP4,10383,0
EP4,10390,0.5
EP4,10393,0
EP4,10409,0
EP4,10413,0.8
EP4,10418,0.5
EP4,10420,0.8
EP4,10422,0
EP4,10425,0
EP4,10427,0
EP4,10430,0.8
EP4,10432,0
EP4,10434,0
EP4,10436,0
EP4,10438,0
EP4,10445,0
EP4,10449,0.8
EP4,10452,0
EP4,10454,0.5
EP4,10456,0.5
EP4,10459,0
EP4,10461,0
EP4,10464,0
EP4,10467,0
EP4,10469,0
EP4,10471,0
EP4,10473,0
EP4,10476,0.5
EP4,10478,0.8
EP4,10480,0.5
EP4,10482,0
EP4,10484,0.8
EP4,10486,0
EP4,10488,0
EP4,10490,0.8
EP4,10492,0
EP4,10494,0
EP4,10496,0
EP4,10503,0
EP4,10505,0
EP4,10509,0
EP4,10512,0
EP4,10514,0.8
EP4,10527,0
EP4,10529,0
EP4,10538,0
EP4,10540,0
EP4,10548,0
EP4,10550,0
EP4,10553,0
EP4,10555,0
EP4,10557,0
EP4,10560,0
EP4,10564,0
EP4,10566,0
EP4,10568,0
EP4,10574,0
EP4,10576,0
EP4,10578,0
EP4,10582,0
EP4,10584,0
EP4,10586,0
EP4,10588,0
EP4,10590,0
EP4,10592,0
EP4,10595,0
EP4,10597,0
EP4,10599,0
EP4,10606,0
EP4,10608,0
EP4,10611,0
EP4,10613,0
EP4,10616,0
EP4,10618,0
EP4,10621,0
EP4,10623,0
EP4,10625,0
EP4,10637,0
EP4,10639,0
EP4,10641,0
EP4,10643,0
EP4,10645,0
EP4,10647,0
EP4,10651,0
EP4,10654,0
EP4,10656,0
EP4,10659,0
EP4,10663,0
EP4,10666,0
EP4,10668,0
EP4,10670,0
EP4,10672,0
EP4,10680,0
EP4,10683,0
EP4,10697,0
EP4,10703,0
EP4,10715,0
EP4,10719,0
EP4,10724,0
EP4,10732,0
EP4,10734,0
EP4,10737,0
EP4,10739,0
EP4,10741,0
EP4,10744,0
EP4,10746,0
EP4,10749,0
EP4,10754,0
EP4,10756,0
EP4,10765,0
EP4,10767,0
EP4,10783,0
EP4,10787,0
EP4,10789,0
EP4,10794,0
EP4,10798,0
EP4,10801,0
EP4,10806,0
EP4,10813,0
EP4,10819,0
EP4,10824,0
EP4,10826,0
EP4,10828,0
EP4,10835,0
EP4,10844,0
EP4,10852,0
EP4,10858,0
EP4,10861,0
EP4,10865,0
EP4,10869,0
EP4,10873,0
EP4,10880,0
EP4,10882,0
EP4,10895,0
EP4,10938,0
EP4,10969,0
L1,308,0
L1,311,0
L1,313,0
L1,327,0
L1,332,0
L1,349,0
L1,358,0
L1,361,0
L1,414,0
L1,423,0
L1,428,0
L1,450,0
L1,462,0
L1,465,0
L1,470,0
L1,474,0
L1,497,0
L1,510,0
L1,551,0
L1,558,1
L1,569,0
L1,570,0
L1,571,0
L1,572,0
L1,593,0
L1,600,0
L1,609,0
L1,614,0
L1,619,0
L1,626,0
L1,635,0
L1,657,0
L1,664,0
L1,673,0
L1,674,0
L1,675,0
L1,698,0
L1,705,0
L1,720,0
L1,735,0
L1,742,0
L1,747,0
L1,750,0
L1,757,0
L1,784,0
L1,785,0
L1,792,0
L1,799,0
L1,804,0
L1,807,0
L1,820,0
L1,845,0
L1,859,0
L1,876,0
L1,936,0
L1,997,0
L2,10423,0
L2,10428,0
L2,10450,0
L2,10465,0
L2,10470,0
L2,10474,0
L2,10497,0
L2,10510,0
L2,10551,0
L2,10558,0
L2,10569,0
L2,10570,0
L2,10571,0
L2,10572,0
L2,10593,0
L2,10600,0
L2,10609,0
L2,10614,0
L2,10619,0
L2,10626,0
L2,10635,0
L2,10657,0
L2,10664,0
L2,10673,0
L2,10674,0
L2,10675,0
L2,10698,0
L2,10705,0
L2,10720,0
L2,10735,0
L2,10742,0
L2,10747,0
L2,10750,0
L2,10757,0
L2,10784,0
L2,10785,0
L2,10792,0
L2,10799,0
L2,10804,0
L2,10807,0
L2,10820,0
L2,10845,0
L2,10859,0
L2,10876,0
L2,10936,0
L2,10997,0
L2,19995,0
L2,19996,0
L2,19997,0
L2,19998,0
L2,19999,0
M1,995,0
M2,10995,0
R1,8,1
R1,15,0.5
R1,23,0.8
R1,30,0.8
R1,33,1
R1,34,1
R1,43,1
R1,46,0.5
R1,47,1
R1,48,1
R1,51,0.8
R1,52,0.5
R1,69,0.8
R1,71,0.8
R1,73,1
R1,74,1
R1,76,1
R1,87,0
R1,97,0.8
R1,98,1
R1,102,1
R1,106,0.5
R1,114,0.8
R1,130,0
R1,133,0
R1,170,0
R1,171,0.8
R1,172,0.8
R1,173,0.5
R1,174,1
R1,175,1
R1,176,1
R1,179,1
R1,180,0.5
R1,189,0.8
R1,197,0
R1,198,0
R1,202,0
R1,205,0
R1,208,0
R1,210,0.8
R1,211,0.8
R1,212,0.3
R1,213,0
R1,216,0.5
R1,217,0.8
R1,227,0
R1,232,0.4
R1,236,0.4
R1,238,0
R1,245,0.8
R1,248,0.8
R1,253,0
R1,255,0
R1,257,0
R1,261,0
R1,263,0.8
R1,271,0.5
R1,273,0.5
R1,275,0
R1,277,0
R1,291,0
R1,302,0
R1,306,0
R1,309,0
R1,314,0
R1,316,0
R1,318,0
R1,322,0
R1,325,0
R1,328,0
R1,330,0
R1,333,0.8
R1,335,0.8
R1,337,0.8
R1,339,0
R1,341,0
R1,343,0
R1,347,0.8
R1,352,0.8
R1,354,0.8
R1,356,0
R1,359,0
R1,364,0.8
R1,367,0
R1,371,0.5
R1,379,0
R1,380,0
R1,382,0
R1,389,0.5
R1,392,0
R1,394,0
R1,395,0
R1,408,0
R1,412,0.8
R1,417,0.4
R1,419,0.8
R1,421,0
R1,424,0
R1,426,0
R1,429,0.8
R1,431,0
R1,433,0
R1,435,0
R1,437,0
R1,443,0
R1,444,0
R1,448,0.8
R1,451,0
R1,453,0.5
R1,455,0.5
R1,458,0
R1,460,0
R1,463,0
R1,466,0
R1,468,0
R1,472,0
R1,475,0.4
R1,477,0.8
R1,479,0.4
R1,481,0
R1,483,0.8
R1,485,0
R1,487,0
R1,489,0.8
R1,491,0
R1,493,0
R1,495,0
R1,502,0
R1,504,0
R1,508,0
R1,511,0
R1,513,0.8
R1,526,0
R1,528,0
R1,537,0
R1,539,0
R1,547,0
R1,549,0
R1,552,0
R1,554,0
R1,556,0
R1,559,0
R1,563,0
R1,565,0
R1,567,0
R1,573,0
R1,575,0
R1,577,0
R1,581,0
R1,583,0
R1,585,0
R1,587,0
R1,589,0
R1,591,0
R1,594,0
R1,596,0
R1,598,0
R1,605,0
R1,607,0
R1,610,0
R1,612,0
R1,615,0
R1,617,0
R1,620,0
R1,622,0
R1,624,0
R1,636,0
R1,638,0
R1,640,0
R1,642,0
R1,644,0
R1,646,0
R1,650,0
R1,653,0
R1,655,0
R1,658,0
R1,662,0
R1,665,0
R1,667,0
R1,669,0
R1,671,0
R1,679,0
R1,682,0
R1,696,0
R1,702,0
R1,714,0
R1,718,0
R1,723,0
R1,731,0
R1,733,0
R1,736,0
R1,738,0
R1,740,0
R1,743,0
R1,745,0
R1,748,0
R1,753,0
R1,755,0
R1,764,0
R1,766,0
R1,782,0
R1,786,0
R1,788,0
R1,793,0
R1,797,0
R1,800,0
R1,805,0
R1,812,0
R1,818,0
R1,823,0
R1,825,0
R1,827,0
R1,834,0
R1,843,0
R1,851,0
R1,857,0
R1,860,0
R1,864,0
R1,868,0
R1,872,0
R1,879,0
R1,881,0
R1,894,0
R1,937,0
R1,968,0
R1,10277,0
R2,10008,1
R2,10015,0.5
R2,10023,0.8
R2,10030,0.8
R2,10033,1
R2,10034,1
R2,10043,1
R2,10046,0.5
R2,10047,1
R2,10048,1
R2,10051,0.8
R2,10052,0.5
R2,10069,0.8
R2,10071,0.8
R2,10073,1
R2,10074,1
R2,10076,1
R2,10087,0
R2,10097,0.8
R2,10098,1
R2,10102,1
R2,10106,0.5
R2,10114,0.5
R2,10170,0
R2,10171,0.8
R2,10172,0.8
R2,10173,0.5
R2,10174,1
R2,10175,1
R2,10176,1
R2,10179,1
R2,10180,0.5
R2,10189,0.5
R2,10205,0
R2,10208,0
R2,10210,0.8
R2,10211,0.5
R2,10212,0.3
R2,10213,0
R2,10216,0.5
R2,10217,0.8
R2,10227,0
R2,10232,0.4
R2,10236,0.4
R2,10238,0
R2,10245,0.5
R2,10248,0.8
R2,10253,0
R2,10255,0
R2,10257,0
R2,10261,0
R2,10263,0.8
R2,10271,0.5
R2,10273,0.5
R2,10275,0
R2,10291,0
R2,10302,0
R2,10306,0
R2,10309,0
R2,10314,0
R2,10316,0
R2,10318,0
R2,10322,0
R2,10325,0
R2,10328,0
R2,10330,0
R2,10333,0.8
R2,10335,0.8
R2,10337,0.8
R2,10339,0
R2,10341,0
R2,10343,0
R2,10347,0.8
R2,10352,0.8
R2,10354,0.8
R2,10356,0
R2,10359,0
R2,10364,0.8
R2,10367,0
R2,10371,0.5
R2,10380,0
R2,10382,0
R2,10389,0.5
R2,10392,0
R2,10394,0
R2,10395,0
R2,10408,0
R2,10412,0.5
R2,10417,0.4
R2,10419,0.8
R2,10421,0
R2,10424,0
R2,10426,0
R2,10429,0.8
R2,10431,0
R2,10433,0
R2,10435,0
R2,10437,0
R2,10443,0
R2,10444,0
R2,10448,0.8
R2,10451,0
R2,10453,0.5
R2,10455,0.5
R2,10458,0
R2,10460,0
R2,10463,0
R2,10466,0
R2,10468,0
R2,10472,0
R2,10475,0.4
R2,10477,0.8
R2,10479,0.4
R2,10481,0
R2,10483,0.8
R2,10485,0
R2,10487,0
R2,10489,0.8
R2,10491,0
R2,10493,0
R2,10495,0
R2,10502,0
R2,10504,0
R2,10508,0
R2,10511,0
R2,10513,0.8
R2,10526,0
R2,10528,0
R2,10537,0
R2,10539,0
R2,10547,0
R2,10549,0
R2,10552,0
R2,10554,0
R2,10556,0
R2,10559,0
R2,10563,0
R2,10565,0
R2,10567,0
R2,10573,0
R2,10575,0
R2,10577,0
R2,10581,0
R2,10583,0
R2,10585,0
R2,10587,0
R2,10589,0
R2,10591,0
R2,10594,0
R2,10596,0
R2,10598,0
R2,10605,0
R2,10607,0
R2,10610,0
R2,10612,0
R2,10615,0
R2,10617,0
R2,10620,0
R2,10622,0
R2,10624,0
R2,10636,0
R2,10638,0
R2,10640,0
R2,10642,0
R2,10644,0
R2,10646,0
R2,10650,0
R2,10653,0
R2,10655,0
R2,10658,0
R2,10662,0
R2,10665,0
R2,10667,0
R2,10669,0
R2,10671,0
R2,10679,0
R2,10682,0
R2,10696,0
R2,10702,0
R2,10714,0
R2,10718,0
R2,10723,0
R2,10731,0
R2,10733,0
R2,10736,0
R2,10738,0
R2,10740,0
R2,10743,0
R2,10745,0
R2,10748,0
R2,10753,0
R2,10755,0
R2,10764,0
R2,10766,0
R2,10782,0
R2,10786,0
R2,10788,0
R2,10793,0
R2,10797,0
R2,10800,0
R2,10805,0
R2,10812,0
R2,10818,0
R2,10823,0
R2,10825,0
R2,10827,0
R2,10834,0
R2,10843,0
R2,10851,0
R2,10857,0
R2,10860,0
R2,10864,0
R2,10868,0
R2,10872,0
R2,10879,0
R2,10881,0
R2,10894,0
R2,10937,0
R2,10968,0
R3,58,0.8
R3,61,0.8
R3,79,0.8
R3,82,0.8
R3,96,0
R3,110,1
R3,115,1
R3,118,0.8
R3,147,0.8
R3,204,0
R3,220,0
R3,222,0
R3,235,0
R3,241,0
R3,244,0
R3,251,0
R3,260,0
R3,268,0
R3,270,0
R3,282,0
R3,286,0
R3,296,0
R3,298,0
R3,300,0
R3,305,0
R3,321,0
R3,346,0
R3,363,0
R3,370,0
R3,385,0
R3,388,0
R3,399,0
R3,401,0
R3,405,0
R3,407,0
R3,411,0
R3,440,0
R3,442,0
R3,447,0
R3,499,0
R3,501,0
R3,507,0
R3,516,0
R3,518,0
R3,525,0
R3,542,0
R3,544,0
R3,562,0
R3,602,0
R3,630,0
R3,649,0
R3,661,0
R3,728,0
R3,730,0
R3,759,0
R3,761,0
R3,763,0
R3,769,0
R3,796,0
R3,817,0
R3,822,0
R3,856,0
R3,867,0
R4,10058,0.8
R4,10061,0.8
R4,10079,0.8
R4,10082,0.8
R4,10096,0
R4,10110,1
R4,10115,1
R4,10118,0.8
R4,10147,0.8
R4,10204,0
R4,10220,0
R4,10222,0
R4,10235,0
R4,10241,0
R4,10244,0
R4,10251,0
R4,10260,0
R4,10268,0
R4,10270,0
R4,10282,0
R4,10286,0
R4,10296,0
R4,10298,0
R4,10300,0
R4,10305,0
R4,10321,0
R4,10346,0
R4,10363,0
R4,10370,0
R4,10385,0
R4,10388,0
R4,10399,0
R4,10401,0
R4,10405,0
R4,10407,0
R4,10411,0
R4,10440,0
R4,10442,0
R4,10447,0
R4,10499,0
R4,10501,0
R4,10507,0
R4,10516,0
R4,10518,0
R4,10525,0
R4,10542,0
R4,10544,0
R4,10562,0
R4,10602,0
R4,10630,0
R4,10649,0
R4,10661,0
R4,10728,0
R4,10730,0
R4,10759,0
R4,10761,0
R4,10763,0
R4,10769,0
R4,10796,0
R4,10817,0
R4,10822,0
R4,10856,0
R4,10867,0
UC1,1,1
UC1,2,0
UC1,5,0.8
UC1,20,1
UC1,24,0
UC1,26,1
UC1,29,1
UC1,32,1
UC1,39,0
UC1,40,0.8
UC1,41,0.8
UC1,42,1
UC1,49,1
UC1,50,1
UC1,53,1
UC1,54,0
UC1,56,1
UC1,59,1
UC1,60,1
UC1,77,0
UC1,80,0.8
UC1,81,0
UC1,84,0
UC1,85,0
UC1,109,1
UC1,113,0.8
UC1,129,0
UC1,141,0.6
UC1,144,1
UC1,146,0.8
UC1,148,0.8
UC1,149,1
UC1,152,0.6
UC1,162,0
UC1,163,0
UC1,164,0
UC1,165,0
UC1,166,0
UC1,167,0
UC1,168,0
UC1,169,0
UC1,195,0
UC1,196,0
UC1,203,0
UC1,219,0.8
UC1,221,0
UC1,224,0
UC1,229,0
UC1,234,0
UC1,240,0
UC1,242,0
UC1,243,0
UC1,247,0
UC1,250,0
UC1,259,0
UC1,267,0
UC1,269,0
UC1,281,0
UC1,285,0
UC1,295,0
UC1,297,0
UC1,299,0
UC1,304,0
UC1,320,0
UC1,345,0
UC1,350,0
UC1,351,0
UC1,362,0
UC1,369,0
UC1,384,0
UC1,386,0
UC1,387,0
UC1,391,0
UC1,398,0
UC1,400,0
UC1,404,0
UC1,406,0
UC1,410,0
UC1,439,0
UC1,441,0
UC1,446,0
UC1,498,0
UC1,500,0
UC1,506,0
UC1,515,0
UC1,517,0
UC1,521,0
UC1,522,0
UC1,524,0
UC1,541,0
UC1,543,0
UC1,561,0
UC1,601,0
UC1,629,0
UC1,648,0
UC1,660,0
UC1,727,0
UC1,729,0
UC1,758,0
UC1,760,0
UC1,762,0
UC1,768,0
UC1,795,0
UC1,816,0
UC1,821,0
UC1,855,0
UC1,866,0
UC1,10129,0
UC2,10001,0.8
UC2,10002,0
UC2,10005,0.8
UC2,10020,1
UC2,10024,0
UC2,10026,1
UC2,10029,1
UC2,10032,0.8
UC2,10039,0
UC2,10040,0.8
UC2,10041,0.6
UC2,10042,1
UC2,10049,1
UC2,10050,1
UC2,10053,0.8
UC2,10054,0
UC2,10056,1
UC2,10059,0.8
UC2,10060,1
UC2,10077,0
UC2,10080,1
UC2,10081,0.8
UC2,10084,0
UC2,10085,0
UC2,10109,1
UC2,10113,0.6
UC2,10141,0.6
UC2,10144,1
UC2,10146,0.6
UC2,10148,1
UC2,10149,1
UC2,10152,0.6
UC2,10162,0
UC2,10163,0
UC2,10164,0
UC2,10165,0
UC2,10166,0
UC2,10167,0
UC2,10168,0
UC2,10169,0
UC2,10203,0
UC2,10219,0.8
UC2,10221,0
UC2,10224,0
UC2,10229,0
UC2,10234,0
UC2,10240,0
UC2,10242,0
UC2,10243,0
UC2,10247,0
UC2,10250,0
UC2,10259,0
UC2,10267,0
UC2,10269,0
UC2,10281,0
UC2,10285,0
UC2,10295,0
UC2,10297,0
UC2,10299,0
UC2,10304,0
UC2,10320,0
UC2,10345,0
UC2,10350,0
UC2,10351,0
UC2,10362,0
UC2,10369,0
UC2,10384,0
UC2,10386,0
UC2,10387,0
UC2,10391,0
UC2,10398,0
UC2,10400,0
UC2,10404,0
UC2,10406,0
UC2,10410,0
UC2,10439,0
UC2,10441,0
UC2,10446,0
UC2,10498,0
UC2,10500,0
UC2,10506,0
UC2,10515,0
UC2,10517,0
UC2,10521,0
UC2,10522,0
UC2,10524,0
UC2,10541,0
UC2,10543,0
UC2,10561,0
UC2,10601,0
UC2,10629,0
UC2,10648,0
UC2,10660,0
UC2,10727,0
UC2,10729,0
UC2,10758,0
UC2,10760,0
UC2,10762,0
UC2,10768,0
UC2,10795,0
UC2,10816,0
UC2,10821,0
UC2,10855,0
UC2,10866,0
UC3,6,1
UC3,19,0.8
UC3,67,1
UC3,68,1
UC3,86,1
UC3,90,0.8
UC3,92,1
UC3,94,1
UC3,95,1
UC3,105,1
UC3,108,1
UC3,116,0
UC3,117,1
UC3,137,0.8
UC3,143,1
UC3,145,1
UC3,155,0.8
UC3,226,0
UC3,266,0
UC3,279,0
UC3,288,0
UC3,290,0
UC3,294,0
UC3,374,0
UC3,376,0
UC3,378,0
UC3,397,0
UC3,416,0
UC3,546,0
UC3,773,0
UC4,10006,1
UC4,10019,0.6
UC4,10067,1
UC4,10068,1
UC4,10086,1
UC4,10090,0.6
UC4,10092,0.8
UC4,10094,1
UC4,10095,1
UC4,10105,1
UC4,10108,0.8
UC4,10116,0
UC4,10117,0.8
UC4,10137,0.6
UC4,10143,0.8
UC4,10145,1
UC4,10155,0.6
UC4,10226,0
UC4,10266,0
UC4,10279,0
UC4,10288,0
UC4,10290,0
UC4,10294,0
UC4,10374,0
UC4,10376,0
UC4,10378,0
UC4,10397,0
UC4,10416,0
UC4,10546,0
UC4,10773,0
S1,236,1
S1,354,1
S1,371,1
S1,232,1
S1,69,1
S1,180,1
S2,536,1
S2,580,1
S2,10536,1
S2,10580,1
S2,412,1
S2,413,1
S2,10412,1
S2,10413,1
