zoneID,rewardeventID,item%,monster%,event%,wood%,treasure%,chest%,littlegold%,biggold%,woodprobabilityID,treasureprobabilityID,chestprobabilityID,monster1ID,monster2ID,monster3ID,monster4ID,monster5ID,monster6ID,monster7ID,monster8ID,monster9ID,monster10ID,event1ID,event1%,event2ID,event2%,event3ID,event3%,event4ID,event4%,event5ID,event5%,mapevent1ID,mapevent2ID,mapevent3ID,mapevent4ID,mapevent5ID
60201,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60202,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60203,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60204,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60205,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60301,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60302,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60303,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60304,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60305,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60401,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60402,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60403,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60404,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60405,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
60501,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70101,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70102,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70103,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70104,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70105,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70201,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70202,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70203,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70204,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70205,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70301,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70302,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70303,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70304,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70305,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70401,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70402,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70403,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70404,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
70405,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80101,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80102,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80103,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80104,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80105,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80201,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80202,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80203,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80204,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80205,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80301,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80302,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80303,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80304,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80305,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80401,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80402,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80403,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80404,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80405,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80501,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80502,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80503,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80504,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80505,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80601,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80602,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80603,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80604,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80605,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80701,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80702,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80703,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80704,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80705,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80801,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80802,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80803,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80804,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
80805,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90101,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90102,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90103,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90104,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90105,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90201,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90202,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90203,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90204,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90205,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90301,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90302,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90303,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90304,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90305,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90401,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90402,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90403,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90404,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90405,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90501,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90502,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90503,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90504,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90505,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90601,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90602,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90603,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90604,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90605,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90701,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90702,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90703,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90704,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90705,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90801,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90802,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90803,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
90804,50101,0.2,0.4,0.05,0.3,0.2,0.1,0.3,0.1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,25,5001,25,4,50,0,0,0,0,501011,501012,501013,0,0
